iyear,imonth,iday,country,latitude,longitude,attacktype1,targtype1,natlty1,gname,weaptype1,nkill,nkillter,nwound,nwoundte,ishostkid,nhostkid,ransom,ransomamt,ransompaid
1972,1,5,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,1,12,603,54.597269,-5.930109,1,3,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,1,13,603,54.684823,-5.965868,1,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,1,18,603,54.597269,-5.930109,1,14,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,1,21,603,54.250039,-6.703625,3,4,216,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,1,26,603,54.255696,-5.948804,3,3,233,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,1,27,603,54.99451,-7.319996,1,3,233,Irish Republican Army (IRA),5,2,,,,0,,0,,
1972,1,28,603,54.597269,-5.930109,1,3,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,1,31,603,54.597269,-5.930109,3,14,233,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,2,1,603,54.597269,-5.930109,3,4,216,Irish Republican Army (IRA),6,7,,17,,0,,0,,
1972,2,1,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,2,2,96,53.344104,-6.267494,7,7,216,Irish Republican Army (IRA),8,0,,0,,0,,0,,
1972,2,2,603,54.577389,-6.677339,3,14,233,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,2,10,603,54.131402,-6.586387,3,4,216,Irish Republican Army (IRA),6,2,,,,0,,0,,
1972,2,13,603,54.184008,-7.360209,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,2,16,603,54.99451,-7.319996,6,4,233,Irish Republican Army (IRA),5,1,,,,1,-99,0,,
1972,2,16,603,54.479875,-6.228448,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,2,17,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,2,21,603,54.597269,-5.930109,3,17,233,Irish Republican Army (IRA),6,4,,,,0,,0,,
1972,2,22,603,51.248429,-0.755979,3,4,216,Irish Republican Army (IRA),6,7,,19,,0,,0,,
1972,2,29,603,54.467967,-6.337967,1,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,2,29,603,54.18006,-6.33393,1,3,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,3,1,603,54.365171,-8.036373,1,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,3,3,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,3,4,603,54.597269,-5.930109,3,1,233,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,3,4,603,54.597269,-5.930109,3,1,233,Irish Republican Army (IRA),6,2,,,,0,,0,,
1972,3,8,603,54.293235,-6.842351,1,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,3,15,603,54.536706,-6.70361,1,3,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,3,15,603,54.597269,-5.930109,3,4,216,Irish Republican Army (IRA),6,2,,,,0,,0,,
1972,3,20,185,43.174382,-2.775258,2,1,185,Basque Fatherland and Freedom (ETA),5,,,,,0,,0,,
1972,3,20,603,54.597269,-5.930109,3,14,233,Irish Republican Army (IRA),6,7,,,,0,,0,,
1972,3,20,603,54.99451,-7.319996,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,3,23,603,54.597269,-5.930109,2,4,216,Irish Republican Army (IRA),8,1,,,,0,,0,,
1972,3,25,603,54.597269,-5.930109,2,17,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,3,28,603,55.043617,-7.023927,3,3,233,Irish Republican Army (IRA),6,2,,,,0,,0,,
1972,3,29,603,54.597269,-5.930109,3,4,216,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,3,30,603,54.597269,-5.930109,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,4,7,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,4,13,603,55.070718,-6.514895,3,14,233,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,4,19,603,54.192934,-6.576051,6,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,4,19,603,54.597269,-5.930109,1,14,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,4,21,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,4,29,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,5,1,603,54.713641,-5.808233,3,1,233,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,5,2,185,43.066932,-2.167393,1,1,185,Basque Fatherland and Freedom (ETA),6,,,,,0,,0,,
1972,5,11,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,5,13,603,54.597269,-5.930109,1,14,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,5,13,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,5,15,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,5,17,603,54.077313,-6.608787,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,5,19,603,54.597269,-5.930109,1,14,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,5,20,603,54.787715,-6.492314,1,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,5,22,603,54.787715,-6.492314,1,3,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,5,23,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,5,26,603,54.597269,-5.930109,3,14,233,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,5,27,603,54.597269,-5.930109,1,3,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,5,28,603,54.597269,-5.930109,3,17,233,Irish Republican Army (IRA),6,8,4,,,0,,0,,
1972,5,30,603,54.597269,-5.930109,3,4,216,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,5,30,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,6,2,603,54.238631,-7.170908,3,4,216,Irish Republican Army (IRA),6,2,,,,0,,0,,
1972,6,5,603,54.99451,-7.319996,1,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,6,6,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,6,6,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,6,8,603,54.597269,-5.930109,1,14,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,6,8,603,54.787715,-6.492314,3,3,96,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,6,9,603,54.597269,-5.930109,1,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,6,11,603,54.99451,-7.319996,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,6,12,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,6,18,603,54.448118,-6.387579,3,4,216,Irish Republican Army (IRA),6,3,,,,0,,0,,
1972,6,19,603,54.597269,-5.930109,1,17,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,6,19,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,6,21,603,54.99451,-7.319996,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,6,24,603,54.927953,-6.925873,3,4,233,Irish Republican Army (IRA),6,3,,,,0,,0,,
1972,6,26,603,54.18006,-6.33393,1,3,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,6,26,603,54.99451,-7.319996,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,6,26,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,6,27,603,54.597269,-5.930109,1,14,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,7,7,603,54.597269,-5.930109,1,14,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,7,9,603,54.597269,-5.930109,1,17,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,7,11,603,54.99451,-7.319996,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,7,13,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,7,13,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,7,13,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,7,14,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,7,14,603,53.819883,-0.901668,1,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,7,14,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,7,14,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,7,15,603,54.101529,-6.526442,3,4,216,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,7,15,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,7,16,603,54.077313,-6.608787,3,4,216,Irish Republican Army (IRA),6,2,,,,0,,0,,
1972,7,16,603,54.597269,-5.930109,1,3,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,7,18,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,7,18,603,54.597269,-5.930109,1,3,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,7,19,603,54.597269,-5.930109,3,1,233,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,7,19,603,54.823432,-7.468374,3,14,233,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,7,20,603,54.597269,-5.930109,3,1,233,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,7,21,603,54.597269,-5.930109,3,14,233,Irish Republican Army (IRA),6,6,,,,0,,0,,
1972,7,21,603,54.597269,-5.930109,1,17,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,7,21,603,54.597269,-5.930109,3,14,233,Irish Republican Army (IRA),6,3,,,,0,,0,,
1972,7,23,603,54.597269,-5.930109,6,4,233,Irish Republican Army (IRA),5,1,,,,1,-99,0,,
1972,7,24,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,7,26,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,7,31,603,54.910864,-7.15523,3,14,233,Irish Republican Army (IRA),6,9,,,,0,,0,,
1972,8,3,603,54.823432,-7.468374,3,4,216,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,8,4,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,8,7,603,54.253718,-7.44106,3,4,216,Irish Republican Army (IRA),6,2,,,,0,,0,,
1972,8,7,603,54.184008,-7.360209,1,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,8,14,603,54.597269,-5.930109,3,4,216,Irish Republican Army (IRA),6,2,,,,0,,0,,
1972,8,14,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,8,17,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,8,18,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,8,18,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,8,18,603,54.597269,-5.930109,3,4,216,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,8,19,603,54.597269,-5.930109,1,14,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,8,22,603,54.597269,-5.930109,1,14,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,8,23,603,54.597269,-5.930109,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,8,24,603,54.077313,-6.608787,3,4,216,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,8,25,603,54.99451,-7.319996,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,8,25,603,54.99451,-7.319996,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,8,26,603,54.346531,-7.640404,3,4,233,Irish Republican Army (IRA),6,2,,,,0,,0,,
1972,8,27,603,54.99451,-7.319996,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,8,28,603,54.597269,-5.930109,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,8,28,603,54.184008,-7.360209,3,14,233,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,8,29,185,43.230556,-2.845833,1,3,185,Basque Fatherland and Freedom (ETA),5,1,,1,,0,,0,,
1972,8,30,603,54.597269,-5.930109,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,9,10,603,54.502852,-6.769568,3,4,216,Irish Republican Army (IRA),6,3,,,,0,,0,,
1972,9,14,603,54.99451,-7.319996,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,9,17,603,54.99451,-7.319996,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,9,20,603,54.597269,-5.930109,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,9,20,603,54.597269,-5.930109,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,9,21,96,54.123175,-7.478935,2,4,233,Irish Republican Army (IRA),5,2,,,,0,,0,,
1972,9,22,603,54.077313,-6.608787,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,9,23,603,54.597269,-5.930109,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,9,27,603,54.99451,-7.319996,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,9,27,603,54.625869,-5.982754,1,14,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,9,29,603,54.597269,-5.930109,2,4,216,Irish Republican Army (IRA),5,2,1,,,0,,0,,
1972,9,30,603,54.597269,-5.930109,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,10,2,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,10,2,603,54.597269,-5.930109,1,14,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,10,2,603,54.597269,-5.930109,6,17,233,Irish Republican Army (IRA),13,2,,,,1,2,0,,
1972,10,4,603,54.597269,-5.930109,6,10,233,Irish Republican Army (IRA),5,1,,,,1,1,0,,
1972,10,6,603,54.597269,-5.930109,3,4,216,Irish Republican Army (IRA),6,1,1,,,0,,0,,
1972,10,10,603,54.18006,-6.33393,2,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,10,14,603,54.338571,-6.658279,3,4,216,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,10,22,603,54.151612,-7.39232,2,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,10,24,603,54.597269,-5.930109,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,10,25,603,54.597269,-5.930109,1,2,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,10,28,603,54.99451,-7.319996,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,10,31,603,54.597269,-5.930109,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,11,8,603,54.467967,-6.337967,2,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,11,10,603,54.597269,-5.930109,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,11,14,603,54.597269,-5.930109,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,11,16,603,54.346531,-7.640404,1,3,233,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,11,20,603,54.131402,-6.586387,3,4,216,Irish Republican Army (IRA),6,2,,,,0,,0,,
1972,11,22,603,54.818983,-6.663403,1,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,11,28,603,54.482055,-8.088244,3,4,233,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,11,28,603,54.99451,-7.319996,3,4,216,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,12,5,603,54.669045,-7.681662,2,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,12,7,603,54.597269,-5.930109,6,14,233,Irish Republican Army (IRA),13,1,,,,1,1,0,,
1972,12,8,603,54.597269,-5.930109,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,12,10,603,54.597269,-5.930109,3,4,216,Irish Republican Army (IRA),6,1,,,,0,,0,,
1972,12,13,603,54.597269,-5.930109,2,3,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,12,18,603,54.338571,-6.658279,6,2,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,12,20,603,54.910864,-7.15523,2,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1972,12,27,603,54.823432,-7.468374,2,4,216,Irish Republican Army (IRA),5,1,1,,,0,,0,,
1973,1,4,603,54.892986,-7.020812,1,4,233,Irish Republican Army (IRA),13,1,,,,0,,0,,
1973,1,5,603,54.597269,-5.930109,1,14,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1973,1,14,603,54.99451,-7.319996,3,3,233,Irish Republican Army (IRA),6,2,,,,0,,0,,
1973,1,14,603,54.542956,-6.926293,3,3,233,Irish Republican Army (IRA),6,1,,,,0,,0,,
1973,1,16,185,42.817988,-1.644184,6,14,185,Basque Fatherland and Freedom (ETA),13,0,,0,,1,1,1,700000,700000
1973,1,18,603,54.597269,-5.930109,1,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1973,1,30,603,54.597269,-5.930109,1,17,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1973,2,1,603,54.823432,-7.468374,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1973,2,2,603,54.597269,-5.930109,1,14,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1973,2,5,603,54.467967,-6.337967,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1973,2,6,603,54.597269,-5.930109,3,4,233,Irish Republican Army (IRA),6,1,,,,0,,0,,
1973,2,7,603,54.597269,-5.930109,6,17,233,Irish Republican Army (IRA),5,1,,,,1,1,0,,
1973,2,8,603,54.502852,-6.769568,1,3,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1973,2,10,603,54.371772,-5.555976,3,17,233,Irish Republican Army (IRA),5,2,2,,,0,,0,,
1973,2,14,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1973,2,20,185,43.18418,-2.473289,3,14,185,Basque Fatherland and Freedom (ETA),6,,,,,0,,0,,
1973,2,20,603,54.597269,-5.930109,1,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1973,2,20,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
